"objectIdFieldName","uniqueIdField__name","uniqueIdField__isSystemMaintained","globalIdFieldName","geometryType","spatialReference__wkid","spatialReference__latestWkid","transform__originPosition","transform__scale","transform__translate","fields__name","fields__type","fields__alias","fields__sqlType","fields__length","fields__domain","fields__defaultValue","exceededTransferLimit","features__attributes__OBJECTID","features__attributes__PID","features__attributes__Prop_Addr","features__attributes__Prop_Num","features__attributes__Prop_Dir","features__attributes__PropStreet","features__attributes__Prop_Zip","features__attributes__OwnerName","features__attributes__OwnerAddr","features__attributes__OwnerCity","features__attributes__OwnerState","features__attributes__OwnerZip","features__attributes__TaxPName","features__attributes__TaxPAddres","features__attributes__TaxPCity","features__attributes__TaxPState","features__attributes__TaxPZip","features__attributes__Homestead","features__attributes__TaxExempt","features__attributes__SEV","features__attributes__Zoning_Dis","features__attributes__WARDx","features__attributes__PRECINCTx","features__attributes__TAXSTATx","features__attributes__Land_Usex","features__attributes__ECF","features__attributes__OwnerCode","features__attributes__Class","features__attributes__ParcelTxt","features__attributes__PIDdash","features__attributes__HCond2014","features__attributes__CCond2013","features__attributes__HCond2012","features__attributes__DPVACT","features__attributes__DPVNOST","features__attributes__CenTract","features__attributes__CenBlock","features__attributes__lowmod_pct","features__attributes__MP_Landuse","features__attributes__DRAFT_Zone"
"","","","","","","","","","","","","","","","","","","59","4012354034","TUURI PL","0"," ","TUURI PL","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4012354034","40-12-354-034"," "," "," "," "," ","001500","2","0.8442"," "," "
"","","","","","","","","","","","","","","","","","","60","4118379032","RASCH CT","0"," ","RASCH CT","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","9"," ","CITY MISC","Public","000","City Owned","RW","4118379032","41-18-379-032"," "," "," "," "," ","003800","1","0.5"," ","GN-1"
"","","","","","","","","","","","","","","","","","","61","4107251008","GENESERET ST","0"," ","GENESERET ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4107251008","41-07-251-008"," "," "," "," "," ","002600","1","0.844"," ","GN-1"
"","","","","","","","","","","","","","","","","","","62","4104126001","MC CLURE AVE","0"," ","MC CLURE AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RW","4104126001","41-04-126-001"," "," "," "," "," ","002400","2","0.4845"," "," "
"","","","","","","","","","","","","","","","","","","63","4014156005","NORWOOD DR","0"," ","NORWOOD DR","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4014156005","40-14-156-005"," "," "," "," "," ","001600","4","0.3231"," "," "
"","","","","","","","","","","","","","","","","","","64","4730463054","E PIERSON RD","0","E","PIERSON RD","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","000","State Owned","RW","4730463054","47-30-463-054"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","65","4118228021","E COURT ST","0","E","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118228021","41-18-228-021"," "," "," "," "," ","002900","2","0.6596"," "," "
"","","","","","","","","","","","","","","","","","","66","4014307025","GRATIOT AVE","0"," ","GRATIOT AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4014307025","40-14-307-025"," "," "," "," "," ","001600","4","0.3231"," ","TN-2"
"","","","","","","","","","","","","","","","","","","67","4012159018","KIRK AVE","0"," ","KIRK AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4012159018","40-12-159-018"," "," "," "," "," ","001500","1","0.8308"," "," "
"","","","","","","","","","","","","","","","","","","68","4013278004","S GRAND TRAVERSE","0","S","GRAND TRAVERSE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4013278004","40-13-278-004"," "," "," "," "," ","002800","2","0.5954"," "," "
"","","","","","","","","","","","","","","","","","","69","4012159017","KIRK AVE","0"," ","KIRK AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4012159017","40-12-159-017"," "," "," "," "," ","001500","1","0.8308"," "," "
"","","","","","","","","","","","","","","","","","","70","4636205017","113 E THACKERY AVE","113","E","THACKERY AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","1","5","CITY MISC","Public","000","City Owned","RW","4636205017","46-36-205-017"," "," "," "," "," ","000600","3","0.7226"," "," "
"","","","","","","","","","","","","","","","","","","71","4011378037","ALTOONA ST","0"," ","ALTOONA ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4011378037","40-11-378-037"," "," "," "," "," ","001600","1","0.5354"," "," "
"","","","","","","","","","","","","","","","","","","72","4730463052","E PIERSON RD","0","E","PIERSON RD","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","000","State Owned","RW","4730463052","47-30-463-052"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","73","4118406017","E NINTH ST","0","E","NINTH ST","48503","MICH STATE HWY COMM","E NINTH ST","FLINT","MI","48503","MICH STATE HWY COMM","E NINTH ST","FLINT","MI","48503","0","1","0","ROW","7"," ","STATE ROAD","Public","000","State Owned","RW","4118406017","41-18-406-017"," "," "," "," "," ","003800","1","0.5"," "," "
"","","","","","","","","","","","","","","","","","","74","4013151004","N CHEVROLET AVE","0","N","CHEVROLET AVE","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4013151004","40-13-151-004"," "," "," "," "," ","001600","3","0.5079"," "," "
"","","","","","","","","","","","","","","","","","","75","4013231008","S GRAND TRAVERSE","0","S","GRAND TRAVERSE","48502","CHESAPEAKE & OHIO RR","500 WATER ST C910","JACKSONVILLE","FL","32202","CHESAPEAKE & OHIO RR","500 WATER ST C910","JACKSONVILLE","FL","32202","0","1","0","ROW","6"," ","CITY STREE","Public","000","Privately Owned","RW","4013231008","40-13-231-008"," "," "," "," "," ","002800","2","0.5954"," "," "
"","","","","","","","","","","","","","","","","","","76","4730463053","E PIERSON RD","0","E","PIERSON RD","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","000","State Owned","RW","4730463053","47-30-463-053"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","77","4730463057","FAIRFAX ST","0"," ","FAIRFAX ST","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","A-2","3","13","STATE ROAD","Public","135","State Owned","RW","4730463057","47-30-463-057"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","78","4117430031","S DORT HWY","0","S","DORT HWY","48503","STATE OF MICHIGAN","S DORT HWY","FLINT","MI","48503","STATE OF MICHIGAN","S DORT HWY","FLINT","MI","48503","0","1","0","ROW","7"," ","STATE ROAD","Public","000","State Owned","RW","4117430031","41-17-430-031"," "," "," "," "," ","003200","3","0.2857"," "," "
"","","","","","","","","","","","","","","","","","","79","4730459049","ROSEDALE AVE","0"," ","ROSEDALE AVE","48505","MICH STATE HWY COMM","ROSEDALE AVE","FLINT","MI","48505","MICH STATE HWY COMM","ROSEDALE AVE","FLINT","MI","48505","0","1","0","A-2","3","13","STATE ROAD","Public","135","State Owned","RW","4730459049","47-30-459-049"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","80","4014276038","W UNIVERSITY AVE","0","W","UNIVERSITY AVE","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6"," ","CITY MISC","Public","000","City Owned","RW","4014276038","40-14-276-038"," "," "," "," "," ","001600","3","0.5079"," "," "
"","","","","","","","","","","","","","","","","","","81","4730463050","E PIERSON RD","0","E","PIERSON RD","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","000","State Owned","RW","4730463050","47-30-463-050"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","82","4730463055","E PIERSON RD","0","E","PIERSON RD","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","000","State Owned","RW","4730463055","47-30-463-055"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","83","4730463051","E PIERSON RD","0","E","PIERSON RD","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","000","State Owned","RW","4730463051","47-30-463-051"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","84","4117452026","PINGREE AVE","0"," ","PINGREE AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","7"," ","CITY MISC","Public","000","City Owned","RW","4117452026","41-17-452-026"," "," "," "," "," ","003200","2","0.8077"," "," "
"","","","","","","","","","","","","","","","","","","85","4730463047","HORTON AVE","0"," ","HORTON AVE","48505","MICH STATE HWY COMM","HORTON AVE","FLINT","MI","48505","MICH STATE HWY COMM","HORTON AVE","FLINT","MI","48505","0","1","0","A-2","3","13","STATE ROAD","Public","135","State Owned","RW","4730463047","47-30-463-047"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","86","4117451017","KENT ST","0"," ","KENT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","7"," ","CITY MISC","Public","000","City Owned","RW","4117451017","41-17-451-017"," "," "," "," "," ","003200","3","0.2857"," "," "
"","","","","","","","","","","","","","","","","","","87","4730463058","E PIERSON RD","0","E","PIERSON RD","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","MICH STATE HWY COMM","E PIERSON RD","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","000","State Owned","RW","4730463058","47-30-463-058"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","88","4117451028","WAYNE ST","0"," ","WAYNE ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","7"," ","CITY MISC","Public","000","City Owned","RW","4117451028","41-17-451-028"," "," "," "," "," ","003200","3","0.2857"," "," "
"","","","","","","","","","","","","","","","","","","89","4117135010","S FRANKLIN AVE","0","S","FRANKLIN AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4117135010","41-17-135-010"," "," "," "," "," ","003000","3","0.2"," "," "
"","","","","","","","","","","","","","","","","","","90","4117452016","WAYNE ST","0"," ","WAYNE ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","7"," ","CITY MISC","Public","000","City Owned","RW","4117452016","41-17-452-016"," "," "," "," "," ","003200","2","0.8077"," "," "
"","","","","","","","","","","","","","","","","","","91","4012326001","VINCENT AVE","0"," ","VINCENT AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4012326001","40-12-326-001"," "," "," "," "," ","001500","1","0.8308"," "," "
"","","","","","","","","","","","","","","","","","","92","4730463044","HORTON AVE","0"," ","HORTON AVE","48505","MICH STATE HWY COMM","HORTON AVE","FLINT","MI","48505","MICH STATE HWY COMM","HORTON AVE","FLINT","MI","48505","0","1","0","B","3","13","STATE ROAD","Public","135","State Owned","RW","4730463044","47-30-463-044"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","93","4116301005","LAPEER RD","0"," ","LAPEER RD","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4116301005","41-16-301-005"," "," "," "," "," ","003100","2","0.6652"," "," "
"","","","","","","","","","","","","","","","","","","94","4730459047","ROSEDALE AVE","0"," ","ROSEDALE AVE","48505","MICH STATE HWY COMM","ROSEDALE AVE","FLINT","MI","48505","MICH STATE HWY COMM","ROSEDALE AVE","FLINT","MI","48505","0","1","0","A-2","3","13","STATE ROAD","Public","135","State Owned","RW","4730459047","47-30-459-047"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","95","4118307017","RAAB CT","0"," ","RAAB CT","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4118307017","41-18-307-017"," "," "," "," "," ","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","96","4023301029","S BALLENGER HWY","0","S","BALLENGER HWY","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4023301029","40-23-301-029"," "," "," "," "," ","003600","5","0.4691"," "," "
"","","","","","","","","","","","","","","","","","","97","4730463041","HORTON AVE","0"," ","HORTON AVE","48505","MICH STATE HWY COMM","HORTON AVE","FLINT","MI","48505","MICH STATE HWY COMM","HORTON AVE","FLINT","MI","48505","0","1","0","A-2","3","13","STATE ROAD","Public","000","State Owned","RW","4730463041","47-30-463-041"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","98","4107406021","MATHEWS ST","0"," ","MATHEWS ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4107406021","41-07-406-021"," "," "," "," "," ","002900","1","0.7317"," "," "
"","","","","","","","","","","","","","","","","","","99","4118252021","LAPEER ST","0"," ","LAPEER ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118252021","41-18-252-021"," "," "," "," "," ","002900","2","0.6596"," "," "
"","","","","","","","","","","","","","","","","","","100","4117330012","LAPEER ST","0"," ","LAPEER ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4117330012","41-17-330-012"," "," "," "," "," ","003200","2","0.8077"," "," "
"","","","","","","","","","","","","","","","","","","101","4105251038","N FRANKLIN AVE","0","N","FRANKLIN AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4","21","CITY MISC","Public","000","City Owned","RW","4105251038","41-05-251-038"," "," "," "," "," ","002300","2","0.608"," "," "
"","","","","","","","","","","","","","","","","","","102","4121351022","E ATHERTON RD","0","E","ATHERTON RD","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","9"," ","CITY MISC","Public","000","City Owned","RW","4121351022","41-21-351-022"," "," "," "," "," ","003400","2","0.8315"," "," "
"","","","","","","","","","","","","","","","","","","103","4104227001","CRAIG DR","0"," ","CRAIG DR","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RW","4104227001","41-04-227-001"," "," "," "," "," ","002400","3","0.4326"," "," "
"","","","","","","","","","","","","","","","","","","104","4107252009","CHAVEZ DR","0"," ","CHAVEZ DR","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4107252009","41-07-252-009"," "," "," "," "," ","002600","1","0.844"," "," "
"","","","","","","","","","","","","","","","","","","105","4730461018","ROSEDALE AVE","0"," ","ROSEDALE AVE","48505","MICH STATE HWY COMM","ROSEDALE AVE","FLINT","MI","48505","MICH STATE HWY COMM","ROSEDALE AVE","FLINT","MI","48505","0","1","0","A-2","3","13","STATE ROAD","Public","000","State Owned","RW","4730461018","47-30-461-018"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","106","4109176003","N AVERILL AVE","0","N","AVERILL AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4","25","CITY MISC","Public","000","City Owned","RW","4109176003","41-09-176-003"," "," "," "," "," ","002700","4","0.5564"," "," "
"","","","","","","","","","","","","","","","","","","107","4730463016","FAIRFAX ST","0"," ","FAIRFAX ST","48505","MICH STATE HWY COMM","FAIRFAX ST","FLINT","MI","48505","MICH STATE HWY COMM","FAIRFAX ST","FLINT","MI","48505","0","1","0","A-2","3","13","STATE ROAD","Public","135","State Owned","RW","4730463016","47-30-463-016"," "," "," "," "," ","001700","2","0.8808","Green Innovation","GI"
